model,model_label,experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer,model_sort_key,condition,segment_label
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__canonical__no_think,gsm8k_test_000547,no_think,canonical,,full_output,6,10,False,37,37,True,16.3815860748291,,ok,0.0,ok,81.0,27.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__canonical__no_think,gsm8k_test_000547,no_think,canonical,,full_output,13,10,False,37,37,True,10.82521152496338,,ok,0.0,ok,81.0,27.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__canonical__no_think,gsm8k_test_000547,no_think,canonical,,full_output,20,10,False,37,37,True,11.79633617401123,,ok,0.0,ok,81.0,27.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__canonical__no_think,gsm8k_test_000547,no_think,canonical,,answer_segment,6,10,False,37,37,True,16.3815860748291,,ok,0.0,ok,81.0,27.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__canonical__no_think,gsm8k_test_000547,no_think,canonical,,answer_segment,13,10,False,37,37,True,10.82521152496338,,ok,0.0,ok,81.0,27.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__canonical__no_think,gsm8k_test_000547,no_think,canonical,,answer_segment,20,10,False,37,37,True,11.79633617401123,,ok,0.0,ok,81.0,27.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__irrelevant_context__no_think,gsm8k_test_000547,no_think,irrelevant_context,,full_output,6,10,False,38,38,True,14.522197723388672,,ok,1.0,ok,81.0,81.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__irrelevant_context__no_think,gsm8k_test_000547,no_think,irrelevant_context,,full_output,13,10,False,38,38,True,10.711137771606444,,ok,1.0,ok,81.0,81.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__irrelevant_context__no_think,gsm8k_test_000547,no_think,irrelevant_context,,full_output,20,10,False,38,38,True,12.388472557067873,,ok,1.0,ok,81.0,81.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__irrelevant_context__no_think,gsm8k_test_000547,no_think,irrelevant_context,,answer_segment,6,10,False,38,38,True,14.522197723388672,,ok,1.0,ok,81.0,81.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__irrelevant_context__no_think,gsm8k_test_000547,no_think,irrelevant_context,,answer_segment,13,10,False,38,38,True,10.711137771606444,,ok,1.0,ok,81.0,81.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__irrelevant_context__no_think,gsm8k_test_000547,no_think,irrelevant_context,,answer_segment,20,10,False,38,38,True,12.388472557067873,,ok,1.0,ok,81.0,81.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__repetitive_filler__no_think,gsm8k_test_000547,no_think,repetitive_filler,,full_output,6,10,False,35,35,True,14.361562728881836,,ok,1.0,ok,81.0,81.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__repetitive_filler__no_think,gsm8k_test_000547,no_think,repetitive_filler,,full_output,13,10,False,35,35,True,11.012008666992188,,ok,1.0,ok,81.0,81.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__repetitive_filler__no_think,gsm8k_test_000547,no_think,repetitive_filler,,full_output,20,10,False,35,35,True,12.390701293945312,,ok,1.0,ok,81.0,81.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__repetitive_filler__no_think,gsm8k_test_000547,no_think,repetitive_filler,,answer_segment,6,10,False,35,35,True,14.361562728881836,,ok,1.0,ok,81.0,81.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__repetitive_filler__no_think,gsm8k_test_000547,no_think,repetitive_filler,,answer_segment,13,10,False,35,35,True,11.012008666992188,,ok,1.0,ok,81.0,81.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000547__repetitive_filler__no_think,gsm8k_test_000547,no_think,repetitive_filler,,answer_segment,20,10,False,35,35,True,12.390701293945312,,ok,1.0,ok,81.0,81.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__canonical__no_think,gsm8k_test_000552,no_think,canonical,,full_output,6,10,False,60,60,True,11.462610244750977,,ok,0.0,ok,450.0,900.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__canonical__no_think,gsm8k_test_000552,no_think,canonical,,full_output,13,10,False,60,60,True,11.053832054138184,,ok,0.0,ok,450.0,900.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__canonical__no_think,gsm8k_test_000552,no_think,canonical,,full_output,20,10,False,60,60,True,11.89556884765625,,ok,0.0,ok,450.0,900.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__canonical__no_think,gsm8k_test_000552,no_think,canonical,,answer_segment,6,10,False,60,60,True,11.462610244750977,,ok,0.0,ok,450.0,900.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__canonical__no_think,gsm8k_test_000552,no_think,canonical,,answer_segment,13,10,False,60,60,True,11.053832054138184,,ok,0.0,ok,450.0,900.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__canonical__no_think,gsm8k_test_000552,no_think,canonical,,answer_segment,20,10,False,60,60,True,11.89556884765625,,ok,0.0,ok,450.0,900.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__irrelevant_context__no_think,gsm8k_test_000552,no_think,irrelevant_context,,full_output,6,10,False,69,69,True,15.031943321228027,,ok,0.0,ok,450.0,900.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__irrelevant_context__no_think,gsm8k_test_000552,no_think,irrelevant_context,,full_output,13,10,False,69,69,True,10.929255485534668,,ok,0.0,ok,450.0,900.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__irrelevant_context__no_think,gsm8k_test_000552,no_think,irrelevant_context,,full_output,20,10,False,69,69,True,12.702106475830078,,ok,0.0,ok,450.0,900.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__irrelevant_context__no_think,gsm8k_test_000552,no_think,irrelevant_context,,answer_segment,6,10,False,69,69,True,15.031943321228027,,ok,0.0,ok,450.0,900.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__irrelevant_context__no_think,gsm8k_test_000552,no_think,irrelevant_context,,answer_segment,13,10,False,69,69,True,10.929255485534668,,ok,0.0,ok,450.0,900.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__irrelevant_context__no_think,gsm8k_test_000552,no_think,irrelevant_context,,answer_segment,20,10,False,69,69,True,12.702106475830078,,ok,0.0,ok,450.0,900.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__repetitive_filler__no_think,gsm8k_test_000552,no_think,repetitive_filler,,full_output,6,10,False,70,70,True,16.650753021240234,,ok,1.0,ok,450.0,450.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__repetitive_filler__no_think,gsm8k_test_000552,no_think,repetitive_filler,,full_output,13,10,False,70,70,True,10.813044548034668,,ok,1.0,ok,450.0,450.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__repetitive_filler__no_think,gsm8k_test_000552,no_think,repetitive_filler,,full_output,20,10,False,70,70,True,12.52743434906006,,ok,1.0,ok,450.0,450.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__repetitive_filler__no_think,gsm8k_test_000552,no_think,repetitive_filler,,answer_segment,6,10,False,70,70,True,16.650753021240234,,ok,1.0,ok,450.0,450.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__repetitive_filler__no_think,gsm8k_test_000552,no_think,repetitive_filler,,answer_segment,13,10,False,70,70,True,10.813044548034668,,ok,1.0,ok,450.0,450.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000552__repetitive_filler__no_think,gsm8k_test_000552,no_think,repetitive_filler,,answer_segment,20,10,False,70,70,True,12.52743434906006,,ok,1.0,ok,450.0,450.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__canonical__no_think,gsm8k_test_000557,no_think,canonical,,full_output,6,10,False,47,47,True,14.7123384475708,,ok,1.0,ok,70.0,70.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__canonical__no_think,gsm8k_test_000557,no_think,canonical,,full_output,13,10,False,47,47,True,12.014863967895508,,ok,1.0,ok,70.0,70.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__canonical__no_think,gsm8k_test_000557,no_think,canonical,,full_output,20,10,False,47,47,True,12.923888206481934,,ok,1.0,ok,70.0,70.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__canonical__no_think,gsm8k_test_000557,no_think,canonical,,answer_segment,6,10,False,47,47,True,14.7123384475708,,ok,1.0,ok,70.0,70.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__canonical__no_think,gsm8k_test_000557,no_think,canonical,,answer_segment,13,10,False,47,47,True,12.014863967895508,,ok,1.0,ok,70.0,70.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__canonical__no_think,gsm8k_test_000557,no_think,canonical,,answer_segment,20,10,False,47,47,True,12.923888206481934,,ok,1.0,ok,70.0,70.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__irrelevant_context__no_think,gsm8k_test_000557,no_think,irrelevant_context,,full_output,6,10,False,49,49,True,12.728095054626465,,ok,1.0,ok,70.0,70.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__irrelevant_context__no_think,gsm8k_test_000557,no_think,irrelevant_context,,full_output,13,10,False,49,49,True,11.415640830993652,,ok,1.0,ok,70.0,70.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__irrelevant_context__no_think,gsm8k_test_000557,no_think,irrelevant_context,,full_output,20,10,False,49,49,True,12.6837797164917,,ok,1.0,ok,70.0,70.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__irrelevant_context__no_think,gsm8k_test_000557,no_think,irrelevant_context,,answer_segment,6,10,False,49,49,True,12.728095054626465,,ok,1.0,ok,70.0,70.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__irrelevant_context__no_think,gsm8k_test_000557,no_think,irrelevant_context,,answer_segment,13,10,False,49,49,True,11.415640830993652,,ok,1.0,ok,70.0,70.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__irrelevant_context__no_think,gsm8k_test_000557,no_think,irrelevant_context,,answer_segment,20,10,False,49,49,True,12.6837797164917,,ok,1.0,ok,70.0,70.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__repetitive_filler__no_think,gsm8k_test_000557,no_think,repetitive_filler,,full_output,6,10,False,76,76,True,13.28003215789795,,ok,1.0,ok,70.0,70.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__repetitive_filler__no_think,gsm8k_test_000557,no_think,repetitive_filler,,full_output,13,10,False,76,76,True,12.494046211242676,,ok,1.0,ok,70.0,70.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__repetitive_filler__no_think,gsm8k_test_000557,no_think,repetitive_filler,,full_output,20,10,False,76,76,True,12.590044975280762,,ok,1.0,ok,70.0,70.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__repetitive_filler__no_think,gsm8k_test_000557,no_think,repetitive_filler,,answer_segment,6,10,False,76,76,True,13.28003215789795,,ok,1.0,ok,70.0,70.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__repetitive_filler__no_think,gsm8k_test_000557,no_think,repetitive_filler,,answer_segment,13,10,False,76,76,True,12.494046211242676,,ok,1.0,ok,70.0,70.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000557__repetitive_filler__no_think,gsm8k_test_000557,no_think,repetitive_filler,,answer_segment,20,10,False,76,76,True,12.590044975280762,,ok,1.0,ok,70.0,70.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__canonical__no_think,gsm8k_test_000558,no_think,canonical,,full_output,6,10,False,50,50,True,17.86351203918457,,ok,1.0,ok,3.0,3.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__canonical__no_think,gsm8k_test_000558,no_think,canonical,,full_output,13,10,False,50,50,True,11.704334259033203,,ok,1.0,ok,3.0,3.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__canonical__no_think,gsm8k_test_000558,no_think,canonical,,full_output,20,10,False,50,50,True,12.074134826660156,,ok,1.0,ok,3.0,3.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__canonical__no_think,gsm8k_test_000558,no_think,canonical,,answer_segment,6,10,False,50,50,True,17.86351203918457,,ok,1.0,ok,3.0,3.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__canonical__no_think,gsm8k_test_000558,no_think,canonical,,answer_segment,13,10,False,50,50,True,11.704334259033203,,ok,1.0,ok,3.0,3.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__canonical__no_think,gsm8k_test_000558,no_think,canonical,,answer_segment,20,10,False,50,50,True,12.074134826660156,,ok,1.0,ok,3.0,3.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__irrelevant_context__no_think,gsm8k_test_000558,no_think,irrelevant_context,,full_output,6,10,False,45,45,True,14.6524076461792,,ok,1.0,ok,3.0,3.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__irrelevant_context__no_think,gsm8k_test_000558,no_think,irrelevant_context,,full_output,13,10,False,45,45,True,11.035764694213867,,ok,1.0,ok,3.0,3.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__irrelevant_context__no_think,gsm8k_test_000558,no_think,irrelevant_context,,full_output,20,10,False,45,45,True,11.735819816589355,,ok,1.0,ok,3.0,3.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__irrelevant_context__no_think,gsm8k_test_000558,no_think,irrelevant_context,,answer_segment,6,10,False,45,45,True,14.6524076461792,,ok,1.0,ok,3.0,3.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__irrelevant_context__no_think,gsm8k_test_000558,no_think,irrelevant_context,,answer_segment,13,10,False,45,45,True,11.035764694213867,,ok,1.0,ok,3.0,3.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__irrelevant_context__no_think,gsm8k_test_000558,no_think,irrelevant_context,,answer_segment,20,10,False,45,45,True,11.735819816589355,,ok,1.0,ok,3.0,3.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__repetitive_filler__no_think,gsm8k_test_000558,no_think,repetitive_filler,,full_output,6,10,False,53,53,True,18.23165512084961,,ok,1.0,ok,3.0,3.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__repetitive_filler__no_think,gsm8k_test_000558,no_think,repetitive_filler,,full_output,13,10,False,53,53,True,12.78098201751709,,ok,1.0,ok,3.0,3.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__repetitive_filler__no_think,gsm8k_test_000558,no_think,repetitive_filler,,full_output,20,10,False,53,53,True,13.355709075927734,,ok,1.0,ok,3.0,3.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__repetitive_filler__no_think,gsm8k_test_000558,no_think,repetitive_filler,,answer_segment,6,10,False,53,53,True,18.23165512084961,,ok,1.0,ok,3.0,3.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__repetitive_filler__no_think,gsm8k_test_000558,no_think,repetitive_filler,,answer_segment,13,10,False,53,53,True,12.78098201751709,,ok,1.0,ok,3.0,3.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000558__repetitive_filler__no_think,gsm8k_test_000558,no_think,repetitive_filler,,answer_segment,20,10,False,53,53,True,13.355709075927734,,ok,1.0,ok,3.0,3.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__canonical__no_think,gsm8k_test_000561,no_think,canonical,,full_output,6,10,False,59,59,True,14.561545372009276,,ok,0.0,ok,180.0,140.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__canonical__no_think,gsm8k_test_000561,no_think,canonical,,full_output,13,10,False,59,59,True,11.004413604736328,,ok,0.0,ok,180.0,140.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__canonical__no_think,gsm8k_test_000561,no_think,canonical,,full_output,20,10,False,59,59,True,11.530071258544922,,ok,0.0,ok,180.0,140.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__canonical__no_think,gsm8k_test_000561,no_think,canonical,,answer_segment,6,10,False,59,59,True,14.561545372009276,,ok,0.0,ok,180.0,140.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__canonical__no_think,gsm8k_test_000561,no_think,canonical,,answer_segment,13,10,False,59,59,True,11.004413604736328,,ok,0.0,ok,180.0,140.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__canonical__no_think,gsm8k_test_000561,no_think,canonical,,answer_segment,20,10,False,59,59,True,11.530071258544922,,ok,0.0,ok,180.0,140.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__irrelevant_context__no_think,gsm8k_test_000561,no_think,irrelevant_context,,full_output,6,10,False,57,57,True,13.755961418151855,,ok,0.0,ok,180.0,140.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__irrelevant_context__no_think,gsm8k_test_000561,no_think,irrelevant_context,,full_output,13,10,False,57,57,True,11.14554500579834,,ok,0.0,ok,180.0,140.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__irrelevant_context__no_think,gsm8k_test_000561,no_think,irrelevant_context,,full_output,20,10,False,57,57,True,11.517834663391112,,ok,0.0,ok,180.0,140.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__irrelevant_context__no_think,gsm8k_test_000561,no_think,irrelevant_context,,answer_segment,6,10,False,57,57,True,13.755961418151855,,ok,0.0,ok,180.0,140.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__irrelevant_context__no_think,gsm8k_test_000561,no_think,irrelevant_context,,answer_segment,13,10,False,57,57,True,11.14554500579834,,ok,0.0,ok,180.0,140.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__irrelevant_context__no_think,gsm8k_test_000561,no_think,irrelevant_context,,answer_segment,20,10,False,57,57,True,11.517834663391112,,ok,0.0,ok,180.0,140.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__repetitive_filler__no_think,gsm8k_test_000561,no_think,repetitive_filler,,full_output,6,10,False,59,59,True,14.818330764770508,,ok,0.0,ok,180.0,140.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__repetitive_filler__no_think,gsm8k_test_000561,no_think,repetitive_filler,,full_output,13,10,False,59,59,True,11.044044494628906,,ok,0.0,ok,180.0,140.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__repetitive_filler__no_think,gsm8k_test_000561,no_think,repetitive_filler,,full_output,20,10,False,59,59,True,11.50114631652832,,ok,0.0,ok,180.0,140.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__repetitive_filler__no_think,gsm8k_test_000561,no_think,repetitive_filler,,answer_segment,6,10,False,59,59,True,14.818330764770508,,ok,0.0,ok,180.0,140.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__repetitive_filler__no_think,gsm8k_test_000561,no_think,repetitive_filler,,answer_segment,13,10,False,59,59,True,11.044044494628906,,ok,0.0,ok,180.0,140.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000561__repetitive_filler__no_think,gsm8k_test_000561,no_think,repetitive_filler,,answer_segment,20,10,False,59,59,True,11.50114631652832,,ok,0.0,ok,180.0,140.0,14.0,repetitive_filler,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__canonical__no_think,gsm8k_test_000577,no_think,canonical,,full_output,6,10,False,53,53,True,15.68427276611328,,ok,1.0,ok,40.0,40.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__canonical__no_think,gsm8k_test_000577,no_think,canonical,,full_output,13,10,False,53,53,True,11.292609214782717,,ok,1.0,ok,40.0,40.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__canonical__no_think,gsm8k_test_000577,no_think,canonical,,full_output,20,10,False,53,53,True,11.996221542358398,,ok,1.0,ok,40.0,40.0,14.0,canonical,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__canonical__no_think,gsm8k_test_000577,no_think,canonical,,answer_segment,6,10,False,53,53,True,15.68427276611328,,ok,1.0,ok,40.0,40.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__canonical__no_think,gsm8k_test_000577,no_think,canonical,,answer_segment,13,10,False,53,53,True,11.292609214782717,,ok,1.0,ok,40.0,40.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__canonical__no_think,gsm8k_test_000577,no_think,canonical,,answer_segment,20,10,False,53,53,True,11.996221542358398,,ok,1.0,ok,40.0,40.0,14.0,canonical,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__irrelevant_context__no_think,gsm8k_test_000577,no_think,irrelevant_context,,full_output,6,10,False,53,53,True,15.063410758972168,,ok,1.0,ok,40.0,40.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__irrelevant_context__no_think,gsm8k_test_000577,no_think,irrelevant_context,,full_output,13,10,False,53,53,True,10.989644050598145,,ok,1.0,ok,40.0,40.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__irrelevant_context__no_think,gsm8k_test_000577,no_think,irrelevant_context,,full_output,20,10,False,53,53,True,12.170294761657717,,ok,1.0,ok,40.0,40.0,14.0,irrelevant_context,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__irrelevant_context__no_think,gsm8k_test_000577,no_think,irrelevant_context,,answer_segment,6,10,False,53,53,True,15.063410758972168,,ok,1.0,ok,40.0,40.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__irrelevant_context__no_think,gsm8k_test_000577,no_think,irrelevant_context,,answer_segment,13,10,False,53,53,True,10.989644050598145,,ok,1.0,ok,40.0,40.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__irrelevant_context__no_think,gsm8k_test_000577,no_think,irrelevant_context,,answer_segment,20,10,False,53,53,True,12.170294761657717,,ok,1.0,ok,40.0,40.0,14.0,irrelevant_context,no_think_answer
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__repetitive_filler__no_think,gsm8k_test_000577,no_think,repetitive_filler,,full_output,6,10,False,53,53,True,15.717957496643066,,ok,0.0,ok,40.0,36.0,14.0,repetitive_filler,no_think_full
Qwen_Qwen3-14B,14B,exp_b,exp_b__gsm8k_test_000577__repetitive_filler__no_think,gsm8k_test_000577,no_think,repetitive_filler,,full_output,13,10,False,53,53,True,12.055598258972168,,ok,0.0,ok,40.0,36.0,14.0,repetitive_filler,no_think_full
